"Call to memory access function may overflow buffer","Incorrect use of a function that accesses a memory buffer may read or write data past the end of that buffer.","recommendation","This 'memcmp' operation may access 16 bytes but the [[""second buffer""|""relative:///stack/include/sdp_api.h:86:13:86:17""]] is only 4 bytes.","/stack/sdp/sdp_utils.cc","949","7","949","12"
"Potentially overrunning write","Buffer write operations that do not control the length of data written may overflow.","error","This 'call to sprintf' operation requires 33 bytes but the destination is only 32 bytes.","/bta/hf_client/bta_hf_client_at.cc","1864","13","1864","19"
"Comparison of narrow type with wide type in loop condition","Comparisons between types of different widths in a loop condition can cause the loop to behave unexpectedly.","warning","Comparison between [[""app_id""|""relative:///btif/src/btif_hf.cc:1467:18:1467:23""]] of type uint8_t and [[""btif_max_hf_clients""|""relative:///btif/src/btif_hf.cc:88:12:88:30""]] of wider type int.","/btif/src/btif_hf.cc","1467","30","1467","57"
"Comparison of narrow type with wide type in loop condition","Comparisons between types of different widths in a loop condition can cause the loop to behave unexpectedly.","warning","Comparison between [[""out_attribute_number""|""relative:///btif/src/btif_rc.cc:1448:11:1448:30""]] of type uint8_t and [[""out_array_size""|""relative:///btif/src/btif_rc.cc:1446:12:1446:25""]] of wider type size_t.","/btif/src/btif_rc.cc","1462","22","1462","58"
"Comparison of narrow type with wide type in loop condition","Comparisons between types of different widths in a loop condition can cause the loop to behave unexpectedly.","warning","Comparison between [[""i""|""relative:///gd/crypto_toolbox/aes_cmac.cc:103:11:103:11""]] of type uint8_t and [[""round""|""relative:///gd/crypto_toolbox/aes_cmac.cc:38:12:38:16""]] of wider type uint16_t.","/gd/crypto_toolbox/aes_cmac.cc","104","10","104","27"
"Comparison of narrow type with wide type in loop condition","Comparisons between types of different widths in a loop condition can cause the loop to behave unexpectedly.","warning","Comparison between [[""id""|""relative:///gd/hci/le_advertising_manager.cc:180:18:180:19""]] of type AdvertiserId and [[""num_instances_""|""relative:///gd/hci/le_advertising_manager.cc:912:10:912:23""]] of wider type size_t.","/gd/hci/le_advertising_manager.cc","183","14","183","32"
"Comparison of narrow type with wide type in loop condition","Comparisons between types of different widths in a loop condition can cause the loop to behave unexpectedly.","warning","Comparison between [[""i""|""relative:///profile/avrcp/avrcp_message_converter.h:79:22:79:22""]] of type uint8_t and [[""vendor_len""|""relative:///stack/include/avrc_defs.h:912:12:912:21""]] of wider type uint16_t.","/profile/avrcp/avrcp_message_converter.h","79","29","79","47"
"Comparison of narrow type with wide type in loop condition","Comparisons between types of different widths in a loop condition can cause the loop to behave unexpectedly.","warning","Comparison between [[""xx""|""relative:///stack/avrc/avrc_bld_tg.cc:907:19:907:20""]] of type uint8_t and [[""item_count""|""relative:///stack/include/avrc_defs.h:1454:12:1454:21""]] of wider type uint16_t.","/stack/avrc/avrc_bld_tg.cc","956","8","956","29"
"Comparison of narrow type with wide type in loop condition","Comparisons between types of different widths in a loop condition can cause the loop to behave unexpectedly.","warning","Comparison between [[""i""|""relative:///stack/crypto_toolbox/aes_cmac.cc:108:11:108:11""]] of type uint8_t and [[""round""|""relative:///stack/crypto_toolbox/aes_cmac.cc:38:12:38:16""]] of wider type uint16_t.","/stack/crypto_toolbox/aes_cmac.cc","109","10","109","27"
"Comparison of narrow type with wide type in loop condition","Comparisons between types of different widths in a loop condition can cause the loop to behave unexpectedly.","warning","Comparison between [[""i""|""relative:///stack/gatt/att_protocol.cc:196:15:196:15""]] of type uint8_t and [[""num_handle""|""relative:///stack/gatt/att_protocol.cc:194:51:194:60""]] of wider type uint16_t.","/stack/gatt/att_protocol.cc","206","15","206","28"
