"Comparison of narrow type with wide type in loop condition","Comparisons between types of different widths in a loop condition can cause the loop to behave unexpectedly.","warning","Comparison between [[""num_bytes""|""relative:///src/nfc/tags/rw_t2t_ndef.cc:1972:11:1972:19""]] of type uint8_t and [[""num_bytes""|""relative:///src/nfc/include/rw_int.h:374:12:374:20""]] of wider type uint16_t.","/src/nfc/tags/rw_t2t_ndef.cc","2044","12","2044","54"
"Comparison of narrow type with wide type in loop condition","Comparisons between types of different widths in a loop condition can cause the loop to behave unexpectedly.","warning","Comparison between [[""block""|""relative:///src/nfc/tags/rw_t2t_ndef.cc:1076:11:1076:15""]] of type uint8_t and [[""total_blocks""|""relative:///src/nfc/tags/rw_t2t_ndef.cc:1078:12:1078:23""]] of wider type uint16_t.","/src/nfc/tags/rw_t2t_ndef.cc","1111","37","1111","56"
"Comparison of narrow type with wide type in loop condition","Comparisons between types of different widths in a loop condition can cause the loop to behave unexpectedly.","warning","Comparison between [[""block_id""|""relative:///src/nfc/tags/rw_t3t.cc:880:12:880:19""]] of type uint16_t and [[""... + ...""|""relative:///src/nfc/tags/rw_t3t.cc:943:22:943:61""]] of wider type int.","/src/nfc/tags/rw_t3t.cc","943","10","943","62"
"Comparison of narrow type with wide type in loop condition","Comparisons between types of different widths in a loop condition can cause the loop to behave unexpectedly.","warning","Comparison between [[""block_id""|""relative:///src/nfc/tags/rw_t3t.cc:734:12:734:19""]] of type uint16_t and [[""... + ...""|""relative:///src/nfc/tags/rw_t3t.cc:806:22:806:64""]] of wider type int.","/src/nfc/tags/rw_t3t.cc","806","10","806","65"
"Use of a broken or risky cryptographic algorithm","Using broken or weak cryptographic algorithms can allow an attacker to compromise security.","error","This macro invocation specifies a broken or weak cryptographic algorithm.","/src/nfc/tags/rw_t4t.cc","576","3","576","42"
"Use of a broken or risky cryptographic algorithm","Using broken or weak cryptographic algorithms can allow an attacker to compromise security.","error","This macro invocation specifies a broken or weak cryptographic algorithm.","/src/nfc/tags/rw_t4t.cc","577","3","577","42"
"Use of a broken or risky cryptographic algorithm","Using broken or weak cryptographic algorithms can allow an attacker to compromise security.","error","This macro invocation specifies a broken or weak cryptographic algorithm.","/src/nfc/tags/rw_t4t.cc","525","3","525","42"
"Use of a broken or risky cryptographic algorithm","Using broken or weak cryptographic algorithms can allow an attacker to compromise security.","error","This macro invocation specifies a broken or weak cryptographic algorithm.","/src/nfc/tags/rw_t4t.cc","526","3","526","42"
"Use of a broken or risky cryptographic algorithm","Using broken or weak cryptographic algorithms can allow an attacker to compromise security.","error","This macro invocation specifies a broken or weak cryptographic algorithm.","/src/nfc/tags/rw_t4t.cc","472","3","472","42"
"Use of a broken or risky cryptographic algorithm","Using broken or weak cryptographic algorithms can allow an attacker to compromise security.","error","This macro invocation specifies a broken or weak cryptographic algorithm.","/src/nfc/tags/rw_t4t.cc","422","3","422","42"
"Use of a broken or risky cryptographic algorithm","Using broken or weak cryptographic algorithms can allow an attacker to compromise security.","error","This macro invocation specifies a broken or weak cryptographic algorithm.","/src/nfc/tags/rw_t4t.cc","377","3","377","42"
"Use of a broken or risky cryptographic algorithm","Using broken or weak cryptographic algorithms can allow an attacker to compromise security.","error","This macro invocation specifies a broken or weak cryptographic algorithm.","/src/nfc/tags/rw_t4t.cc","382","5","382","50"
"Use of a broken or risky cryptographic algorithm","Using broken or weak cryptographic algorithms can allow an attacker to compromise security.","error","This macro invocation specifies a broken or weak cryptographic algorithm.","/src/nfc/tags/rw_t4t.cc","384","5","384","50"
"Use of a broken or risky cryptographic algorithm","Using broken or weak cryptographic algorithms can allow an attacker to compromise security.","error","This macro invocation specifies a broken or weak cryptographic algorithm.","/src/nfc/tags/rw_t4t.cc","327","3","327","42"
"Use of a broken or risky cryptographic algorithm","Using broken or weak cryptographic algorithms can allow an attacker to compromise security.","error","This macro invocation specifies a broken or weak cryptographic algorithm.","/src/nfc/tags/rw_t4t.cc","332","5","332","50"
"Use of a broken or risky cryptographic algorithm","Using broken or weak cryptographic algorithms can allow an attacker to compromise security.","error","This macro invocation specifies a broken or weak cryptographic algorithm.","/src/nfc/tags/rw_t4t.cc","340","5","340","50"
"Use of a broken or risky cryptographic algorithm","Using broken or weak cryptographic algorithms can allow an attacker to compromise security.","error","This macro invocation specifies a broken or weak cryptographic algorithm.","/src/nfc/tags/rw_t4t.cc","288","3","288","42"
"Use of a broken or risky cryptographic algorithm","Using broken or weak cryptographic algorithms can allow an attacker to compromise security.","error","This macro invocation specifies a broken or weak cryptographic algorithm.","/src/nfc/tags/rw_t4t.cc","230","23","230","45"
"Use of a broken or risky cryptographic algorithm","Using broken or weak cryptographic algorithms can allow an attacker to compromise security.","error","This macro invocation specifies a broken or weak cryptographic algorithm.","/src/nfc/tags/rw_t4t.cc","202","3","202","42"
"Use of a broken or risky cryptographic algorithm","Using broken or weak cryptographic algorithms can allow an attacker to compromise security.","error","This macro invocation specifies a broken or weak cryptographic algorithm.","/src/nfc/tags/rw_t4t.cc","165","3","165","42"
"Suspicious pointer scaling to char","Implicit scaling of pointer arithmetic expressions can cause buffer overflow conditions.","warning","This pointer might have type [[""NFC_HDR""|""relative:///src/adaptation/debug_nfcsnoop.cc:129:38:129:43""]] (size 8), but the pointer arithmetic here is done with type uint8_t * (size 1).","/src/adaptation/debug_nfcsnoop.cc","134","27","134","36"
"Suspicious pointer scaling to char","Implicit scaling of pointer arithmetic expressions can cause buffer overflow conditions.","warning","This pointer might have type [[""NFC_HDR""|""relative:///src/nfa/ce/nfa_ce_act.cc:255:65:255:70""]] (size 8), but the pointer arithmetic here is done with type uint8_t * (size 1).","/src/nfa/ce/nfa_ce_act.cc","255","44","255","74"
"Suspicious pointer scaling to char","Implicit scaling of pointer arithmetic expressions can cause buffer overflow conditions.","warning","This pointer might have type [[""NFC_HDR""|""relative:///src/nfa/ce/nfa_ce_act.cc:103:64:103:69""]] (size 8), but the pointer arithmetic here is done with type uint8_t * (size 1).","/src/nfa/ce/nfa_ce_act.cc","103","43","103","73"
"Suspicious pointer scaling to char","Implicit scaling of pointer arithmetic expressions can cause buffer overflow conditions.","warning","This pointer might have type [[""NFC_HDR""|""relative:///src/nfa/ce/nfa_ce_act.cc:126:67:126:72""]] (size 8), but the pointer arithmetic here is done with type uint8_t * (size 1).","/src/nfa/ce/nfa_ce_act.cc","126","46","126","76"
"Suspicious pointer scaling to char","Implicit scaling of pointer arithmetic expressions can cause buffer overflow conditions.","warning","This pointer might have type [[""NFC_HDR""|""relative:///src/nfa/dm/nfa_dm_act.cc:1422:36:1422:41""]] (size 8), but the pointer arithmetic here is done with type uint8_t * (size 1).","/src/nfa/dm/nfa_dm_act.cc","1426","41","1426","49"
"Suspicious pointer scaling to char","Implicit scaling of pointer arithmetic expressions can cause buffer overflow conditions.","warning","This pointer might have type [[""NFC_HDR""|""relative:///src/nfa/ee/nfa_ee_act.cc:2315:61:2315:66""]] (size 8), but the pointer arithmetic here is done with type uint8_t * (size 1).","/src/nfa/ee/nfa_ee_act.cc","2362","46","2362","54"
"Suspicious pointer scaling to char","Implicit scaling of pointer arithmetic expressions can cause buffer overflow conditions.","warning","This pointer might have type [[""NFC_HDR""|""relative:///src/nfa/hci/nfa_hci_main.cc:698:43:698:48""]] (size 8), but the pointer arithmetic here is done with type uint8_t * (size 1).","/src/nfa/hci/nfa_hci_main.cc","742","18","742","26"
