"Uncontrolled data used in path expression","Accessing paths influenced by users can allow an attacker to access unexpected resources.","warning","This argument to a file access function is derived from [[""user input (argv)""|""relative:///trusty/user/base/app/apploader/package_tool/apploader_package_tool.cpp:557:23:557:26""]] and then passed to build_package(output_path), which calls write_entire_file(file_name), which calls std::__1::basic_ofstream<char, char_traits<char>>::basic_ofstream(__s), which calls std::__1::basic_filebuf<char, char_traits<char>>::open(__s), which calls fopen(__filename)
This argument to a file access function is derived from [[""user input (argv)""|""relative:///trusty/user/base/app/apploader/package_tool/apploader_package_tool.cpp:557:23:557:26""]] and then passed to build_package(output_path), which calls write_entire_file(file_name), which calls std::__1::basic_ofstream<char, char_traits<char>>::basic_ofstream(__s), which calls std::__1::basic_filebuf<char, char_traits<char>>::open(__s), which calls fopen(filename)
This argument to a file access function is derived from [[""user input (argv)""|""relative:///trusty/user/base/app/apploader/package_tool/apploader_package_tool.cpp:557:23:557:26""]] and then passed to build_package(output_path), which calls write_entire_file(file_name), which calls std::__1::basic_ofstream<char, char_traits<char>>::basic_ofstream(__s)
This argument to a file access function is derived from [[""user input (argv)""|""relative:///trusty/user/base/app/apploader/package_tool/apploader_package_tool.cpp:557:23:557:26""]] and then passed to build_package(output_path), which calls write_entire_file(file_name), which calls std::__1::basic_ofstream<char, char_traits<char>>::basic_ofstream(__s), which calls std::__1::basic_filebuf<char, char_traits<char>>::open(__s)","/trusty/user/base/app/apploader/package_tool/apploader_package_tool.cpp","557","23","557","34"
"Uncontrolled data used in path expression","Accessing paths influenced by users can allow an attacker to access unexpected resources.","warning","This argument to a file access function is derived from [[""user input (argv)""|""relative:///trusty/user/base/app/apploader/package_tool/apploader_package_tool.cpp:557:37:557:40""]] and then passed to build_package(elf_path), which calls read_entire_file(file_name), which calls std::__1::basic_ifstream<char, char_traits<char>>::basic_ifstream(__s), which calls std::__1::basic_filebuf<char, char_traits<char>>::open(__s), which calls fopen(__filename)
This argument to a file access function is derived from [[""user input (argv)""|""relative:///trusty/user/base/app/apploader/package_tool/apploader_package_tool.cpp:557:37:557:40""]] and then passed to build_package(elf_path), which calls read_entire_file(file_name), which calls std::__1::basic_ifstream<char, char_traits<char>>::basic_ifstream(__s), which calls std::__1::basic_filebuf<char, char_traits<char>>::open(__s), which calls fopen(filename)
This argument to a file access function is derived from [[""user input (argv)""|""relative:///trusty/user/base/app/apploader/package_tool/apploader_package_tool.cpp:557:37:557:40""]] and then passed to build_package(elf_path), which calls read_entire_file(file_name), which calls std::__1::basic_ifstream<char, char_traits<char>>::basic_ifstream(__s)
This argument to a file access function is derived from [[""user input (argv)""|""relative:///trusty/user/base/app/apploader/package_tool/apploader_package_tool.cpp:557:37:557:40""]] and then passed to build_package(elf_path), which calls read_entire_file(file_name), which calls std::__1::basic_ifstream<char, char_traits<char>>::basic_ifstream(__s), which calls std::__1::basic_filebuf<char, char_traits<char>>::open(__s)","/trusty/user/base/app/apploader/package_tool/apploader_package_tool.cpp","557","37","557","52"
"Uncontrolled data used in path expression","Accessing paths influenced by users can allow an attacker to access unexpected resources.","warning","This argument to a file access function is derived from [[""user input (argv)""|""relative:///trusty/user/base/app/apploader/package_tool/apploader_package_tool.cpp:557:55:557:58""]] and then passed to build_package(manifest_path), which calls read_entire_file(file_name), which calls std::__1::basic_ifstream<char, char_traits<char>>::basic_ifstream(__s), which calls std::__1::basic_filebuf<char, char_traits<char>>::open(__s), which calls fopen(__filename)
This argument to a file access function is derived from [[""user input (argv)""|""relative:///trusty/user/base/app/apploader/package_tool/apploader_package_tool.cpp:557:55:557:58""]] and then passed to build_package(manifest_path), which calls read_entire_file(file_name), which calls std::__1::basic_ifstream<char, char_traits<char>>::basic_ifstream(__s), which calls std::__1::basic_filebuf<char, char_traits<char>>::open(__s), which calls fopen(filename)
This argument to a file access function is derived from [[""user input (argv)""|""relative:///trusty/user/base/app/apploader/package_tool/apploader_package_tool.cpp:557:55:557:58""]] and then passed to build_package(manifest_path), which calls read_entire_file(file_name), which calls std::__1::basic_ifstream<char, char_traits<char>>::basic_ifstream(__s)
This argument to a file access function is derived from [[""user input (argv)""|""relative:///trusty/user/base/app/apploader/package_tool/apploader_package_tool.cpp:557:55:557:58""]] and then passed to build_package(manifest_path), which calls read_entire_file(file_name), which calls std::__1::basic_ifstream<char, char_traits<char>>::basic_ifstream(__s), which calls std::__1::basic_filebuf<char, char_traits<char>>::open(__s)","/trusty/user/base/app/apploader/package_tool/apploader_package_tool.cpp","557","55","557","70"
"Uncontrolled data used in path expression","Accessing paths influenced by users can allow an attacker to access unexpected resources.","warning","This argument to a file access function is derived from [[""user input (argv)""|""relative:///trusty/user/base/app/apploader/package_tool/apploader_package_tool.cpp:579:25:579:28""]] and then passed to encrypt_package(output_path), which calls write_entire_file(file_name), which calls std::__1::basic_ofstream<char, char_traits<char>>::basic_ofstream(__s), which calls std::__1::basic_filebuf<char, char_traits<char>>::open(__s), which calls fopen(__filename)
This argument to a file access function is derived from [[""user input (argv)""|""relative:///trusty/user/base/app/apploader/package_tool/apploader_package_tool.cpp:579:25:579:28""]] and then passed to encrypt_package(output_path), which calls write_entire_file(file_name), which calls std::__1::basic_ofstream<char, char_traits<char>>::basic_ofstream(__s), which calls std::__1::basic_filebuf<char, char_traits<char>>::open(__s), which calls fopen(filename)
This argument to a file access function is derived from [[""user input (argv)""|""relative:///trusty/user/base/app/apploader/package_tool/apploader_package_tool.cpp:579:25:579:28""]] and then passed to encrypt_package(output_path), which calls write_entire_file(file_name), which calls std::__1::basic_ofstream<char, char_traits<char>>::basic_ofstream(__s)
This argument to a file access function is derived from [[""user input (argv)""|""relative:///trusty/user/base/app/apploader/package_tool/apploader_package_tool.cpp:579:25:579:28""]] and then passed to encrypt_package(output_path), which calls write_entire_file(file_name), which calls std::__1::basic_ofstream<char, char_traits<char>>::basic_ofstream(__s), which calls std::__1::basic_filebuf<char, char_traits<char>>::open(__s)","/trusty/user/base/app/apploader/package_tool/apploader_package_tool.cpp","579","25","579","36"
"Uncontrolled data used in path expression","Accessing paths influenced by users can allow an attacker to access unexpected resources.","warning","This argument to a file access function is derived from [[""user input (argv)""|""relative:///trusty/user/base/app/apploader/package_tool/apploader_package_tool.cpp:579:39:579:42""]] and then passed to encrypt_package(input_path), which calls read_entire_file(file_name), which calls std::__1::basic_ifstream<char, char_traits<char>>::basic_ifstream(__s), which calls std::__1::basic_filebuf<char, char_traits<char>>::open(__s), which calls fopen(__filename)
This argument to a file access function is derived from [[""user input (argv)""|""relative:///trusty/user/base/app/apploader/package_tool/apploader_package_tool.cpp:579:39:579:42""]] and then passed to encrypt_package(input_path), which calls read_entire_file(file_name), which calls std::__1::basic_ifstream<char, char_traits<char>>::basic_ifstream(__s), which calls std::__1::basic_filebuf<char, char_traits<char>>::open(__s), which calls fopen(filename)
This argument to a file access function is derived from [[""user input (argv)""|""relative:///trusty/user/base/app/apploader/package_tool/apploader_package_tool.cpp:579:39:579:42""]] and then passed to encrypt_package(input_path), which calls read_entire_file(file_name), which calls std::__1::basic_ifstream<char, char_traits<char>>::basic_ifstream(__s)
This argument to a file access function is derived from [[""user input (argv)""|""relative:///trusty/user/base/app/apploader/package_tool/apploader_package_tool.cpp:579:39:579:42""]] and then passed to encrypt_package(input_path), which calls read_entire_file(file_name), which calls std::__1::basic_ifstream<char, char_traits<char>>::basic_ifstream(__s), which calls std::__1::basic_filebuf<char, char_traits<char>>::open(__s)","/trusty/user/base/app/apploader/package_tool/apploader_package_tool.cpp","579","39","579","54"
"Uncontrolled data used in path expression","Accessing paths influenced by users can allow an attacker to access unexpected resources.","warning","This argument to a file access function is derived from [[""user input (argv)""|""relative:///trusty/user/base/app/apploader/package_tool/apploader_package_tool.cpp:579:57:579:60""]] and then passed to encrypt_package(key_path), which calls read_entire_file(file_name), which calls std::__1::basic_ifstream<char, char_traits<char>>::basic_ifstream(__s), which calls std::__1::basic_filebuf<char, char_traits<char>>::open(__s), which calls fopen(__filename)
This argument to a file access function is derived from [[""user input (argv)""|""relative:///trusty/user/base/app/apploader/package_tool/apploader_package_tool.cpp:579:57:579:60""]] and then passed to encrypt_package(key_path), which calls read_entire_file(file_name), which calls std::__1::basic_ifstream<char, char_traits<char>>::basic_ifstream(__s), which calls std::__1::basic_filebuf<char, char_traits<char>>::open(__s), which calls fopen(filename)
This argument to a file access function is derived from [[""user input (argv)""|""relative:///trusty/user/base/app/apploader/package_tool/apploader_package_tool.cpp:579:57:579:60""]] and then passed to encrypt_package(key_path), which calls read_entire_file(file_name), which calls std::__1::basic_ifstream<char, char_traits<char>>::basic_ifstream(__s)
This argument to a file access function is derived from [[""user input (argv)""|""relative:///trusty/user/base/app/apploader/package_tool/apploader_package_tool.cpp:579:57:579:60""]] and then passed to encrypt_package(key_path), which calls read_entire_file(file_name), which calls std::__1::basic_ifstream<char, char_traits<char>>::basic_ifstream(__s), which calls std::__1::basic_filebuf<char, char_traits<char>>::open(__s)","/trusty/user/base/app/apploader/package_tool/apploader_package_tool.cpp","579","57","579","72"
"Uncontrolled data used in path expression","Accessing paths influenced by users can allow an attacker to access unexpected resources.","warning","This argument to a file access function is derived from [[""user input (argv)""|""relative:///trusty/user/base/app/apploader/package_tool/apploader_package_tool.cpp:587:25:587:28""]] and then passed to decrypt_package(output_path), which calls write_entire_file(file_name), which calls std::__1::basic_ofstream<char, char_traits<char>>::basic_ofstream(__s), which calls std::__1::basic_filebuf<char, char_traits<char>>::open(__s), which calls fopen(__filename)
This argument to a file access function is derived from [[""user input (argv)""|""relative:///trusty/user/base/app/apploader/package_tool/apploader_package_tool.cpp:587:25:587:28""]] and then passed to decrypt_package(output_path), which calls write_entire_file(file_name), which calls std::__1::basic_ofstream<char, char_traits<char>>::basic_ofstream(__s), which calls std::__1::basic_filebuf<char, char_traits<char>>::open(__s), which calls fopen(filename)
This argument to a file access function is derived from [[""user input (argv)""|""relative:///trusty/user/base/app/apploader/package_tool/apploader_package_tool.cpp:587:25:587:28""]] and then passed to decrypt_package(output_path), which calls write_entire_file(file_name), which calls std::__1::basic_ofstream<char, char_traits<char>>::basic_ofstream(__s)
This argument to a file access function is derived from [[""user input (argv)""|""relative:///trusty/user/base/app/apploader/package_tool/apploader_package_tool.cpp:587:25:587:28""]] and then passed to decrypt_package(output_path), which calls write_entire_file(file_name), which calls std::__1::basic_ofstream<char, char_traits<char>>::basic_ofstream(__s), which calls std::__1::basic_filebuf<char, char_traits<char>>::open(__s)","/trusty/user/base/app/apploader/package_tool/apploader_package_tool.cpp","587","25","587","36"
"Uncontrolled data used in path expression","Accessing paths influenced by users can allow an attacker to access unexpected resources.","warning","This argument to a file access function is derived from [[""user input (argv)""|""relative:///trusty/user/base/app/apploader/package_tool/apploader_package_tool.cpp:587:39:587:42""]] and then passed to decrypt_package(input_path), which calls read_entire_file(file_name), which calls std::__1::basic_ifstream<char, char_traits<char>>::basic_ifstream(__s), which calls std::__1::basic_filebuf<char, char_traits<char>>::open(__s), which calls fopen(__filename)
This argument to a file access function is derived from [[""user input (argv)""|""relative:///trusty/user/base/app/apploader/package_tool/apploader_package_tool.cpp:587:39:587:42""]] and then passed to decrypt_package(input_path), which calls read_entire_file(file_name), which calls std::__1::basic_ifstream<char, char_traits<char>>::basic_ifstream(__s), which calls std::__1::basic_filebuf<char, char_traits<char>>::open(__s), which calls fopen(filename)
This argument to a file access function is derived from [[""user input (argv)""|""relative:///trusty/user/base/app/apploader/package_tool/apploader_package_tool.cpp:587:39:587:42""]] and then passed to decrypt_package(input_path), which calls read_entire_file(file_name), which calls std::__1::basic_ifstream<char, char_traits<char>>::basic_ifstream(__s)
This argument to a file access function is derived from [[""user input (argv)""|""relative:///trusty/user/base/app/apploader/package_tool/apploader_package_tool.cpp:587:39:587:42""]] and then passed to decrypt_package(input_path), which calls read_entire_file(file_name), which calls std::__1::basic_ifstream<char, char_traits<char>>::basic_ifstream(__s), which calls std::__1::basic_filebuf<char, char_traits<char>>::open(__s)","/trusty/user/base/app/apploader/package_tool/apploader_package_tool.cpp","587","39","587","54"
"Uncontrolled data used in path expression","Accessing paths influenced by users can allow an attacker to access unexpected resources.","warning","This argument to a file access function is derived from [[""user input (argv)""|""relative:///trusty/user/base/app/apploader/package_tool/apploader_package_tool.cpp:587:57:587:60""]] and then passed to decrypt_package(key_path), which calls read_entire_file(file_name), which calls std::__1::basic_ifstream<char, char_traits<char>>::basic_ifstream(__s), which calls std::__1::basic_filebuf<char, char_traits<char>>::open(__s), which calls fopen(__filename)
This argument to a file access function is derived from [[""user input (argv)""|""relative:///trusty/user/base/app/apploader/package_tool/apploader_package_tool.cpp:587:57:587:60""]] and then passed to decrypt_package(key_path), which calls read_entire_file(file_name), which calls std::__1::basic_ifstream<char, char_traits<char>>::basic_ifstream(__s), which calls std::__1::basic_filebuf<char, char_traits<char>>::open(__s), which calls fopen(filename)
This argument to a file access function is derived from [[""user input (argv)""|""relative:///trusty/user/base/app/apploader/package_tool/apploader_package_tool.cpp:587:57:587:60""]] and then passed to decrypt_package(key_path), which calls read_entire_file(file_name), which calls std::__1::basic_ifstream<char, char_traits<char>>::basic_ifstream(__s)
This argument to a file access function is derived from [[""user input (argv)""|""relative:///trusty/user/base/app/apploader/package_tool/apploader_package_tool.cpp:587:57:587:60""]] and then passed to decrypt_package(key_path), which calls read_entire_file(file_name), which calls std::__1::basic_ifstream<char, char_traits<char>>::basic_ifstream(__s), which calls std::__1::basic_filebuf<char, char_traits<char>>::open(__s)","/trusty/user/base/app/apploader/package_tool/apploader_package_tool.cpp","587","57","587","72"
"Call to memory access function may overflow buffer","Incorrect use of a function that accesses a memory buffer may read or write data past the end of that buffer.","recommendation","This array indexing operation accesses byte offset 39 but the [[""array""|""relative:///external/boringssl/src/crypto/fipsmodule/bn/generic.c:597:51:597:51""]] is only 32 bytes.","/external/boringssl/src/crypto/fipsmodule/bn/generic.c","619","3","619","33"
"Call to memory access function may overflow buffer","Incorrect use of a function that accesses a memory buffer may read or write data past the end of that buffer.","recommendation","This array indexing operation accesses byte offset 47 but the [[""array""|""relative:///external/boringssl/src/crypto/fipsmodule/bn/generic.c:597:51:597:51""]] is only 32 bytes.","/external/boringssl/src/crypto/fipsmodule/bn/generic.c","622","3","622","33"
"Call to memory access function may overflow buffer","Incorrect use of a function that accesses a memory buffer may read or write data past the end of that buffer.","recommendation","This array indexing operation accesses byte offset 39 but the [[""array""|""relative:///external/boringssl/src/crypto/fipsmodule/bn/generic.c:597:51:597:51""]] is only 32 bytes.","/external/boringssl/src/crypto/fipsmodule/bn/generic.c","623","3","623","33"
"Call to memory access function may overflow buffer","Incorrect use of a function that accesses a memory buffer may read or write data past the end of that buffer.","recommendation","This array indexing operation accesses byte offset 39 but the [[""array""|""relative:///external/boringssl/src/crypto/fipsmodule/bn/generic.c:597:51:597:51""]] is only 32 bytes.","/external/boringssl/src/crypto/fipsmodule/bn/generic.c","628","3","628","33"
